model,metric_type,score,iteration
rf-bow,accuracy,0.74,65
lr-tfidf,accuracy,0.74,65
lf-bow,accuracy,0.7,65
nb-tfidf,accuracy,0.724,65
nb-bow,accuracy,0.724,65
knn-tfidf,accuracy,0.628,65
knn-bow,accuracy,0.668,65
svm-tfidf,accuracy,0.748,65
svm-bow,accuracy,0.792,65
t5,f1,0.782122905027933,65
rf-tfidf,f1,0.5238095238095238,65
rf-bow,f1,0.46280991735537186,65
lr-tfidf,f1,0.6198830409356725,65
lf-bow,f1,0.585635359116022,65
nb-tfidf,f1,0.6101694915254238,65
nb-bow,f1,0.6101694915254238,65
knn-tfidf,f1,0.3111111111111111,65
knn-bow,f1,0.4779874213836478,65
svm-tfidf,f1,0.631578947368421,65
svm-bow,f1,0.6708860759493671,65
t5,precision,0.7446808510638298,65
rf-tfidf,precision,0.8048780487804879,65
rf-bow,precision,0.7777777777777778,65
lr-tfidf,precision,0.6162790697674418,65
lf-bow,precision,0.5520833333333334,65
nb-tfidf,precision,0.5869565217391305,65
nb-bow,precision,0.5869565217391305,65
knn-tfidf,precision,0.42,65
knn-bow,precision,0.5135135135135135,65
svm-tfidf,precision,0.627906976744186,65
svm-bow,precision,0.726027397260274,65
t5,recall,0.8235294117647058,65
rf-tfidf,recall,0.38823529411764707,65
rf-bow,recall,0.32941176470588235,65
lr-tfidf,recall,0.6235294117647059,65
lf-bow,recall,0.6235294117647059,65
nb-tfidf,recall,0.6352941176470588,65
nb-bow,recall,0.6352941176470588,65
knn-tfidf,recall,0.24705882352941178,65
knn-bow,recall,0.4470588235294118,65
svm-tfidf,recall,0.6352941176470588,65
svm-bow,recall,0.6235294117647059,65
t5,accuracy,0.808,66
rf-tfidf,accuracy,0.696,66
rf-bow,accuracy,0.696,66
lr-tfidf,accuracy,0.716,66
lf-bow,accuracy,0.708,66
nb-tfidf,accuracy,0.72,66
nb-bow,accuracy,0.72,66
knn-tfidf,accuracy,0.612,66
knn-bow,accuracy,0.628,66
svm-tfidf,accuracy,0.728,66
svm-bow,accuracy,0.712,66
t5,f1,0.7241379310344827,66
rf-tfidf,f1,0.43283582089552236,66
rf-bow,f1,0.43283582089552236,66
lr-tfidf,f1,0.5748502994011976,66
lf-bow,f1,0.5828571428571429,66
nb-tfidf,f1,0.5882352941176471,66
nb-bow,f1,0.5882352941176471,66
knn-tfidf,f1,0.302158273381295,66
knn-bow,f1,0.4363636363636364,66
svm-tfidf,f1,0.5903614457831324,66
svm-bow,f1,0.5499999999999999,66
t5,precision,0.75,66
rf-tfidf,precision,0.6590909090909091,66
rf-bow,precision,0.6590909090909091,66
lr-tfidf,precision,0.6233766233766234,66
lf-bow,precision,0.6,66
nb-tfidf,precision,0.625,66
nb-bow,precision,0.625,66
knn-tfidf,precision,0.42857142857142855,66
knn-bow,precision,0.48,66
svm-tfidf,precision,0.6447368421052632,66
svm-bow,precision,0.6285714285714286,66
t5,recall,0.7,66
rf-tfidf,recall,0.32222222222222224,66
rf-bow,recall,0.32222222222222224,66
lr-tfidf,recall,0.5333333333333333,66
lf-bow,recall,0.5666666666666667,66
nb-tfidf,recall,0.5555555555555556,66
nb-bow,recall,0.5555555555555556,66
knn-tfidf,recall,0.23333333333333334,66
knn-bow,recall,0.4,66
svm-tfidf,recall,0.5444444444444444,66
svm-bow,recall,0.4888888888888889,66
t5,accuracy,0.832,67
rf-tfidf,accuracy,0.716,67
rf-bow,accuracy,0.704,67
lr-tfidf,accuracy,0.74,67
lf-bow,accuracy,0.68,67
nb-tfidf,accuracy,0.72,67
nb-bow,accuracy,0.72,67
knn-tfidf,accuracy,0.564,67
knn-bow,accuracy,0.612,67
svm-tfidf,accuracy,0.728,67
svm-bow,accuracy,0.732,67
t5,f1,0.78125,67
rf-tfidf,f1,0.5170068027210885,67
rf-bow,f1,0.48611111111111105,67
lr-tfidf,f1,0.6242774566473989,67
lf-bow,f1,0.5833333333333334,67
nb-tfidf,f1,0.6236559139784946,67
nb-bow,f1,0.6236559139784946,67
knn-tfidf,f1,0.24827586206896554,67
knn-bow,f1,0.4393063583815029,67
svm-tfidf,f1,0.6046511627906977,67
svm-bow,f1,0.5939393939393939,67
t5,precision,0.8241758241758241,67
rf-tfidf,precision,0.8260869565217391,67
rf-bow,precision,0.813953488372093,67
lr-tfidf,precision,0.75,67
lf-bow,precision,0.6153846153846154,67
nb-tfidf,precision,0.6823529411764706,67
nb-bow,precision,0.6823529411764706,67
knn-tfidf,precision,0.4090909090909091,67
knn-bow,precision,0.5277777777777778,67
svm-tfidf,precision,0.7323943661971831,67
svm-bow,precision,0.765625,67
t5,recall,0.7425742574257426,67
rf-tfidf,recall,0.37623762376237624,67
rf-bow,recall,0.3465346534653465,67
lr-tfidf,recall,0.5346534653465347,67
lf-bow,recall,0.5544554455445545,67
nb-tfidf,recall,0.5742574257425742,67
nb-bow,recall,0.5742574257425742,67
knn-tfidf,recall,0.1782178217821782,67
knn-bow,recall,0.37623762376237624,67
svm-tfidf,recall,0.5148514851485149,67
svm-bow,recall,0.48514851485148514,67
t5,accuracy,0.808,68
rf-tfidf,accuracy,0.716,68
rf-bow,accuracy,0.74,68
lr-tfidf,accuracy,0.764,68
lf-bow,accuracy,0.684,68
nb-tfidf,accuracy,0.748,68
nb-bow,accuracy,0.748,68
knn-tfidf,accuracy,0.644,68
knn-bow,accuracy,0.676,68
svm-tfidf,accuracy,0.756,68
svm-bow,accuracy,0.768,68
t5,f1,0.7209302325581395,68
rf-tfidf,f1,0.4580152671755725,68
rf-bow,f1,0.4881889763779527,68
lr-tfidf,f1,0.6193548387096774,68
lf-bow,f1,0.5433526011560694,68
nb-tfidf,f1,0.6181818181818182,68
nb-bow,f1,0.6181818181818182,68
knn-tfidf,f1,0.2992125984251968,68
knn-bow,f1,0.49689440993788814,68
svm-tfidf,f1,0.6064516129032258,68
svm-bow,f1,0.6233766233766234,68
t5,precision,0.7126436781609196,68
rf-tfidf,precision,0.6521739130434783,68
rf-bow,precision,0.7380952380952381,68
lr-tfidf,precision,0.6857142857142857,68
lf-bow,precision,0.5340909090909091,68
nb-tfidf,precision,0.6375,68
nb-bow,precision,0.6375,68
knn-tfidf,precision,0.4523809523809524,68
knn-bow,precision,0.5263157894736842,68
svm-tfidf,precision,0.6714285714285714,68
svm-bow,precision,0.6956521739130435,68
t5,recall,0.7294117647058823,68
rf-tfidf,recall,0.35294117647058826,68
rf-bow,recall,0.36470588235294116,68
lr-tfidf,recall,0.5647058823529412,68
lf-bow,recall,0.5529411764705883,68
nb-tfidf,recall,0.6,68
nb-bow,recall,0.6,68
knn-tfidf,recall,0.2235294117647059,68
knn-bow,recall,0.47058823529411764,68
svm-tfidf,recall,0.5529411764705883,68
svm-bow,recall,0.5647058823529412,68
t5,accuracy,0.808,69
rf-tfidf,accuracy,0.708,69
rf-bow,accuracy,0.708,69
lr-tfidf,accuracy,0.74,69
lf-bow,accuracy,0.704,69
nb-tfidf,accuracy,0.748,69
nb-bow,accuracy,0.748,69
knn-tfidf,accuracy,0.588,69
knn-bow,accuracy,0.664,69
svm-tfidf,accuracy,0.74,69
svm-bow,accuracy,0.76,69
t5,f1,0.7525773195876289,69
rf-tfidf,f1,0.5100671140939597,69
rf-bow,f1,0.4895104895104895,69
lr-tfidf,f1,0.6408839779005525,69
lf-bow,f1,0.6372549019607844,69
nb-tfidf,f1,0.6666666666666667,69
nb-bow,f1,0.6666666666666667,69
knn-tfidf,f1,0.2589928057553957,69
knn-bow,f1,0.5280898876404494,69
svm-tfidf,f1,0.6408839779005525,69
svm-bow,f1,0.6590909090909091,69
t5,precision,0.7849462365591398,69
rf-tfidf,precision,0.7916666666666666,69
rf-bow,precision,0.8333333333333334,69
lr-tfidf,precision,0.725,69
lf-bow,precision,0.6310679611650486,69
nb-tfidf,precision,0.7159090909090909,69
nb-bow,precision,0.7159090909090909,69
knn-tfidf,precision,0.47368421052631576,69
knn-bow,precision,0.6103896103896104,69
svm-tfidf,precision,0.725,69
svm-bow,precision,0.7733333333333333,69
t5,recall,0.7227722772277227,69
rf-tfidf,recall,0.37623762376237624,69
rf-bow,recall,0.3465346534653465,69
lr-tfidf,recall,0.5742574257425742,69
lf-bow,recall,0.6435643564356436,69
nb-tfidf,recall,0.6237623762376238,69
nb-bow,recall,0.6237623762376238,69
knn-tfidf,recall,0.1782178217821782,69
knn-bow,recall,0.46534653465346537,69
svm-tfidf,recall,0.5742574257425742,69
svm-bow,recall,0.5742574257425742,69
t5,accuracy,0.808,70
rf-tfidf,accuracy,0.736,70
rf-bow,accuracy,0.708,70
lr-tfidf,accuracy,0.772,70
lf-bow,accuracy,0.736,70
nb-tfidf,accuracy,0.736,70
nb-bow,accuracy,0.736,70
knn-tfidf,accuracy,0.604,70
knn-bow,accuracy,0.652,70
svm-tfidf,accuracy,0.768,70
svm-bow,accuracy,0.788,70
t5,f1,0.7623762376237623,70
rf-tfidf,f1,0.5875,70
rf-bow,f1,0.535031847133758,70
lr-tfidf,f1,0.7106598984771574,70
lf-bow,f1,0.6796116504854369,70
nb-tfidf,f1,0.6632653061224489,70
nb-bow,f1,0.6632653061224489,70
knn-tfidf,f1,0.3529411764705882,70
knn-bow,f1,0.5297297297297298,70
svm-tfidf,f1,0.7010309278350515,70
svm-bow,f1,0.7225130890052355,70
t5,precision,0.8020833333333334,70
rf-tfidf,precision,0.8703703703703703,70
rf-bow,precision,0.8235294117647058,70
lr-tfidf,precision,0.7692307692307693,70
lf-bow,precision,0.7,70
nb-tfidf,precision,0.7222222222222222,70
nb-bow,precision,0.7222222222222222,70
knn-tfidf,precision,0.574468085106383,70
knn-bow,precision,0.620253164556962,70
svm-tfidf,precision,0.7727272727272727,70
svm-bow,precision,0.8117647058823529,70
t5,recall,0.7264150943396226,70
rf-tfidf,recall,0.44339622641509435,70
rf-bow,recall,0.39622641509433965,70
lr-tfidf,recall,0.660377358490566,70
lf-bow,recall,0.660377358490566,70
nb-tfidf,recall,0.6132075471698113,70
nb-bow,recall,0.6132075471698113,70
knn-tfidf,recall,0.25471698113207547,70
knn-bow,recall,0.46226415094339623,70
svm-tfidf,recall,0.6415094339622641,70
svm-bow,recall,0.6509433962264151,70
t5,accuracy,0.804,71
rf-tfidf,accuracy,0.736,71
rf-bow,accuracy,0.716,71
lr-tfidf,accuracy,0.72,71
lf-bow,accuracy,0.7,71
nb-tfidf,accuracy,0.692,71
nb-bow,accuracy,0.692,71
knn-tfidf,accuracy,0.616,71
knn-bow,accuracy,0.648,71
svm-tfidf,accuracy,0.732,71
svm-bow,accuracy,0.724,71
t5,f1,0.72,71
rf-tfidf,f1,0.5074626865671641,71
rf-bow,f1,0.4661654135338346,71
lr-tfidf,f1,0.5731707317073171,71
lf-bow,f1,0.5562130177514794,71
nb-tfidf,f1,0.5745856353591161,71
nb-bow,f1,0.5745856353591161,71
knn-tfidf,f1,0.3142857142857143,71
knn-bow,f1,0.45,71
svm-tfidf,f1,0.5939393939393939,71
svm-bow,f1,0.5490196078431372,71
t5,precision,0.7241379310344828,71
rf-tfidf,precision,0.7391304347826086,71
rf-bow,precision,0.6888888888888889,71
lr-tfidf,precision,0.618421052631579,71
lf-bow,precision,0.5802469135802469,71
nb-tfidf,precision,0.5591397849462365,71
nb-bow,precision,0.5591397849462365,71
knn-tfidf,precision,0.4230769230769231,71
knn-bow,precision,0.5,71
svm-tfidf,precision,0.6363636363636364,71
svm-bow,precision,0.6461538461538462,71
t5,recall,0.7159090909090909,71
rf-tfidf,recall,0.38636363636363635,71
rf-bow,recall,0.3522727272727273,71
lr-tfidf,recall,0.5340909090909091,71
lf-bow,recall,0.5340909090909091,71
nb-tfidf,recall,0.5909090909090909,71
nb-bow,recall,0.5909090909090909,71
knn-tfidf,recall,0.25,71
knn-bow,recall,0.4090909090909091,71
svm-tfidf,recall,0.5568181818181818,71
svm-bow,recall,0.4772727272727273,71
t5,accuracy,0.844,72
rf-tfidf,accuracy,0.728,72
rf-bow,accuracy,0.72,72
lr-tfidf,accuracy,0.748,72
lf-bow,accuracy,0.748,72
nb-tfidf,accuracy,0.756,72
nb-bow,accuracy,0.756,72
knn-tfidf,accuracy,0.568,72
knn-bow,accuracy,0.628,72
svm-tfidf,accuracy,0.764,72
svm-bow,accuracy,0.768,72
t5,f1,0.8,72
rf-tfidf,f1,0.5584415584415584,72
rf-bow,f1,0.5625,72
lr-tfidf,f1,0.6631016042780749,72
lf-bow,f1,0.689655172413793,72
nb-tfidf,f1,0.6871794871794872,72
nb-bow,f1,0.6871794871794872,72
knn-tfidf,f1,0.31645569620253167,72
knn-bow,f1,0.4918032786885246,72
svm-tfidf,f1,0.6844919786096256,72
svm-bow,f1,0.6777777777777778,72
t5,precision,0.8863636363636364,72
rf-tfidf,precision,0.9148936170212766,72
rf-bow,precision,0.8490566037735849,72
lr-tfidf,precision,0.775,72
lf-bow,precision,0.7291666666666666,72
nb-tfidf,precision,0.7613636363636364,72
nb-bow,precision,0.7613636363636364,72
knn-tfidf,precision,0.49019607843137253,72
knn-bow,precision,0.5921052631578947,72
svm-tfidf,precision,0.8,72
svm-bow,precision,0.8356164383561644,72
t5,recall,0.7289719626168224,72
rf-tfidf,recall,0.40186915887850466,72
rf-bow,recall,0.4205607476635514,72
lr-tfidf,recall,0.5794392523364486,72
lf-bow,recall,0.6542056074766355,72
nb-tfidf,recall,0.6261682242990654,72
nb-bow,recall,0.6261682242990654,72
knn-tfidf,recall,0.2336448598130841,72
knn-bow,recall,0.4205607476635514,72
svm-tfidf,recall,0.5981308411214953,72
svm-bow,recall,0.5700934579439252,72
t5,accuracy,0.828,73
rf-tfidf,accuracy,0.736,73
rf-bow,accuracy,0.732,73
lr-tfidf,accuracy,0.776,73
lf-bow,accuracy,0.716,73
nb-tfidf,accuracy,0.744,73
nb-bow,accuracy,0.744,73
knn-tfidf,accuracy,0.58,73
knn-bow,accuracy,0.624,73
svm-tfidf,accuracy,0.776,73
svm-bow,accuracy,0.764,73
t5,f1,0.7817258883248731,73
rf-tfidf,f1,0.5599999999999999,73
rf-bow,f1,0.54421768707483,73
lr-tfidf,f1,0.6853932584269664,73
lf-bow,f1,0.6395939086294417,73
nb-tfidf,f1,0.6595744680851064,73
nb-bow,f1,0.6595744680851064,73
knn-tfidf,f1,0.27586206896551724,73
knn-bow,f1,0.4777777777777778,73
svm-tfidf,f1,0.688888888888889,73
svm-bow,f1,0.6589595375722543,73
t5,precision,0.7857142857142857,73
rf-tfidf,precision,0.8235294117647058,73
rf-bow,precision,0.8333333333333334,73
lr-tfidf,precision,0.7721518987341772,73
lf-bow,precision,0.6428571428571429,73
nb-tfidf,precision,0.6966292134831461,73
nb-bow,precision,0.6966292134831461,73
knn-tfidf,precision,0.43478260869565216,73
knn-bow,precision,0.5308641975308642,73
svm-tfidf,precision,0.7654320987654321,73
svm-bow,precision,0.7702702702702703,73
t5,recall,0.7777777777777778,73
rf-tfidf,recall,0.42424242424242425,73
rf-bow,recall,0.40404040404040403,73
lr-tfidf,recall,0.6161616161616161,73
lf-bow,recall,0.6363636363636364,73
nb-tfidf,recall,0.6262626262626263,73
nb-bow,recall,0.6262626262626263,73
knn-tfidf,recall,0.20202020202020202,73
knn-bow,recall,0.43434343434343436,73
svm-tfidf,recall,0.6262626262626263,73
svm-bow,recall,0.5757575757575758,73
t5,accuracy,0.848,74
rf-tfidf,accuracy,0.696,74
rf-bow,accuracy,0.708,74
lr-tfidf,accuracy,0.748,74
lf-bow,accuracy,0.732,74
nb-tfidf,accuracy,0.748,74
nb-bow,accuracy,0.748,74
knn-tfidf,accuracy,0.584,74
knn-bow,accuracy,0.664,74
svm-tfidf,accuracy,0.752,74
svm-bow,accuracy,0.74,74
t5,f1,0.81,74
rf-tfidf,f1,0.525,74
rf-bow,f1,0.562874251497006,74
lr-tfidf,f1,0.6802030456852792,74
lf-bow,f1,0.6794258373205742,74
nb-tfidf,f1,0.7042253521126761,74
nb-bow,f1,0.7042253521126761,74
knn-tfidf,f1,0.35802469135802467,74
knn-bow,f1,0.5384615384615385,74
svm-tfidf,f1,0.6900000000000001,74
svm-bow,f1,0.6596858638743455,74
t5,precision,0.8526315789473684,74
rf-tfidf,precision,0.7636363636363637,74
rf-bow,precision,0.7580645161290323,74
lr-tfidf,precision,0.7282608695652174,74
lf-bow,precision,0.6826923076923077,74
nb-tfidf,precision,0.6944444444444444,74
nb-bow,precision,0.6944444444444444,74
knn-tfidf,precision,0.5087719298245614,74
knn-bow,precision,0.6363636363636364,74
svm-tfidf,precision,0.7263157894736842,74
svm-bow,precision,0.7325581395348837,74
t5,recall,0.7714285714285715,74
rf-tfidf,recall,0.4,74
rf-bow,recall,0.44761904761904764,74
lr-tfidf,recall,0.638095238095238,74
lf-bow,recall,0.6761904761904762,74
nb-tfidf,recall,0.7142857142857143,74
nb-bow,recall,0.7142857142857143,74
knn-tfidf,recall,0.2761904761904762,74
knn-bow,recall,0.4666666666666667,74
svm-tfidf,recall,0.6571428571428571,74
svm-bow,recall,0.6,74
t5,accuracy,0.832,75
rf-tfidf,accuracy,0.744,75
rf-bow,accuracy,0.732,75
lr-tfidf,accuracy,0.78,75
lf-bow,accuracy,0.76,75
nb-tfidf,accuracy,0.752,75
nb-bow,accuracy,0.752,75
knn-tfidf,accuracy,0.616,75
knn-bow,accuracy,0.636,75
svm-tfidf,accuracy,0.784,75
svm-bow,accuracy,0.768,75
t5,f1,0.7586206896551724,75
rf-tfidf,f1,0.5362318840579711,75
rf-bow,f1,0.49624060150375937,75
lr-tfidf,f1,0.6625766871165644,75
lf-bow,f1,0.6428571428571429,75
nb-tfidf,f1,0.6395348837209301,75
nb-bow,f1,0.6395348837209301,75
knn-tfidf,f1,0.2615384615384615,75
knn-bow,f1,0.4484848484848485,75
svm-tfidf,f1,0.6707317073170732,75
svm-bow,f1,0.6375,75
t5,precision,0.7857142857142857,75
rf-tfidf,precision,0.7708333333333334,75
rf-bow,precision,0.7674418604651163,75
lr-tfidf,precision,0.7397260273972602,75
lf-bow,precision,0.6923076923076923,75
nb-tfidf,precision,0.6707317073170732,75
nb-bow,precision,0.6707317073170732,75
knn-tfidf,precision,0.425,75
knn-bow,precision,0.49333333333333335,75
svm-tfidf,precision,0.7432432432432432,75
svm-bow,precision,0.7285714285714285,75
t5,recall,0.7333333333333333,75
rf-tfidf,recall,0.4111111111111111,75
rf-bow,recall,0.36666666666666664,75
lr-tfidf,recall,0.6,75
lf-bow,recall,0.6,75
nb-tfidf,recall,0.6111111111111112,75
nb-bow,recall,0.6111111111111112,75
knn-tfidf,recall,0.18888888888888888,75
knn-bow,recall,0.4111111111111111,75
svm-tfidf,recall,0.6111111111111112,75
svm-bow,recall,0.5666666666666667,75
t5,accuracy,0.844,76
rf-tfidf,accuracy,0.732,76
rf-bow,accuracy,0.704,76
lr-tfidf,accuracy,0.78,76
lf-bow,accuracy,0.732,76
nb-tfidf,accuracy,0.76,76
nb-bow,accuracy,0.76,76
knn-tfidf,accuracy,0.62,76
knn-bow,accuracy,0.656,76
svm-tfidf,accuracy,0.772,76
svm-bow,accuracy,0.78,76
t5,f1,0.8169014084507041,76
rf-tfidf,f1,0.588957055214724,76
rf-bow,f1,0.5316455696202532,76
lr-tfidf,f1,0.72636815920398,76
lf-bow,f1,0.6763285024154589,76
nb-tfidf,f1,0.7142857142857144,76
nb-bow,f1,0.7142857142857144,76
knn-tfidf,f1,0.4025157232704403,76
knn-bow,f1,0.5376344086021506,76
svm-tfidf,f1,0.7192118226600985,76
svm-bow,f1,0.7150259067357512,76
t5,precision,0.8365384615384616,76
rf-tfidf,precision,0.8888888888888888,76
rf-bow,precision,0.8571428571428571,76
lr-tfidf,precision,0.7934782608695652,76
lf-bow,precision,0.7142857142857143,76
nb-tfidf,precision,0.7425742574257426,76
nb-bow,precision,0.7425742574257426,76
knn-tfidf,precision,0.64,76
knn-bow,precision,0.6493506493506493,76
svm-tfidf,precision,0.776595744680851,76
svm-bow,precision,0.8214285714285714,76
t5,recall,0.7981651376146789,76
rf-tfidf,recall,0.44036697247706424,76
rf-bow,recall,0.3853211009174312,76
lr-tfidf,recall,0.6697247706422018,76
lf-bow,recall,0.6422018348623854,76
nb-tfidf,recall,0.6880733944954128,76
nb-bow,recall,0.6880733944954128,76
knn-tfidf,recall,0.29357798165137616,76
knn-bow,recall,0.45871559633027525,76
svm-tfidf,recall,0.6697247706422018,76
svm-bow,recall,0.6330275229357798,76
t5,accuracy,0.9,77
rf-tfidf,accuracy,0.788,77
rf-bow,accuracy,0.78,77
lr-tfidf,accuracy,0.832,77
lf-bow,accuracy,0.812,77
nb-tfidf,accuracy,0.796,77
nb-bow,accuracy,0.796,77
knn-tfidf,accuracy,0.672,77
knn-bow,accuracy,0.688,77
svm-tfidf,accuracy,0.84,77
svm-bow,accuracy,0.832,77
t5,f1,0.8603351955307263,77
rf-tfidf,f1,0.5891472868217054,77
rf-bow,f1,0.5864661654135338,77
lr-tfidf,f1,0.75,77
lf-bow,f1,0.7314285714285713,77
nb-tfidf,f1,0.7118644067796609,77
nb-bow,f1,0.7118644067796609,77
knn-tfidf,f1,0.3970588235294118,77
knn-bow,f1,0.524390243902439,77
svm-tfidf,f1,0.7590361445783131,77
svm-bow,f1,0.7407407407407408,77
t5,precision,0.8279569892473119,77
rf-tfidf,precision,0.8837209302325582,77
rf-bow,precision,0.8297872340425532,77
lr-tfidf,precision,0.7682926829268293,77
lf-bow,precision,0.7191011235955056,77
nb-tfidf,precision,0.6923076923076923,77
nb-bow,precision,0.6923076923076923,77
knn-tfidf,precision,0.54,77
knn-bow,precision,0.5512820512820513,77
svm-tfidf,precision,0.7875,77
svm-bow,precision,0.7894736842105263,77
t5,recall,0.8953488372093024,77
rf-tfidf,recall,0.4418604651162791,77
rf-bow,recall,0.45348837209302323,77
lr-tfidf,recall,0.7325581395348837,77
lf-bow,recall,0.7441860465116279,77
nb-tfidf,recall,0.7325581395348837,77
nb-bow,recall,0.7325581395348837,77
knn-tfidf,recall,0.313953488372093,77
knn-bow,recall,0.5,77
svm-tfidf,recall,0.7325581395348837,77
svm-bow,recall,0.6976744186046512,77
t5,accuracy,0.836,78
rf-tfidf,accuracy,0.712,78
rf-bow,accuracy,0.716,78
lr-tfidf,accuracy,0.736,78
lf-bow,accuracy,0.696,78
nb-tfidf,accuracy,0.704,78
nb-bow,accuracy,0.704,78
knn-tfidf,accuracy,0.564,78
knn-bow,accuracy,0.672,78
svm-tfidf,accuracy,0.752,78
svm-bow,accuracy,0.736,78
t5,f1,0.8019323671497584,78
rf-tfidf,f1,0.5324675324675324,78
rf-bow,f1,0.5419354838709678,78
lr-tfidf,f1,0.6413043478260869,78
lf-bow,f1,0.6122448979591836,78
nb-tfidf,f1,0.63,78
nb-bow,f1,0.63,78
knn-tfidf,f1,0.33939393939393936,78
knn-bow,f1,0.5340909090909092,78
svm-tfidf,f1,0.6702127659574467,78
svm-bow,f1,0.6413043478260869,78
t5,precision,0.8137254901960784,78
rf-tfidf,precision,0.8367346938775511,78
rf-bow,precision,0.84,78
lr-tfidf,precision,0.7468354430379747,78
lf-bow,precision,0.6593406593406593,78
nb-tfidf,precision,0.6631578947368421,78
nb-bow,precision,0.6631578947368421,78
knn-tfidf,precision,0.4666666666666667,78
knn-bow,precision,0.6619718309859155,78
svm-tfidf,precision,0.7590361445783133,78
svm-bow,precision,0.7468354430379747,78
t5,recall,0.7904761904761904,78
rf-tfidf,recall,0.3904761904761905,78
rf-bow,recall,0.4,78
lr-tfidf,recall,0.5619047619047619,78
lf-bow,recall,0.5714285714285714,78
nb-tfidf,recall,0.6,78
nb-bow,recall,0.6,78
knn-tfidf,recall,0.26666666666666666,78
knn-bow,recall,0.44761904761904764,78
svm-tfidf,recall,0.6,78
svm-bow,recall,0.5619047619047619,78
t5,accuracy,0.816,79
rf-tfidf,accuracy,0.776,79
rf-bow,accuracy,0.772,79
lr-tfidf,accuracy,0.808,79
lf-bow,accuracy,0.728,79
nb-tfidf,accuracy,0.76,79
nb-bow,accuracy,0.76,79
knn-tfidf,accuracy,0.636,79
knn-bow,accuracy,0.656,79
svm-tfidf,accuracy,0.796,79
svm-bow,accuracy,0.808,79
t5,f1,0.75,79
rf-tfidf,f1,0.6,79
rf-bow,f1,0.5899280575539567,79
lr-tfidf,f1,0.7073170731707316,79
lf-bow,f1,0.6179775280898875,79
nb-tfidf,f1,0.6629213483146068,79
nb-bow,f1,0.6629213483146068,79
knn-tfidf,f1,0.34532374100719426,79
knn-bow,f1,0.4556962025316456,79
svm-tfidf,f1,0.6871165644171779,79
svm-bow,f1,0.7037037037037038,79
t5,precision,0.7419354838709677,79
rf-tfidf,precision,0.8571428571428571,79
rf-bow,precision,0.8541666666666666,79
lr-tfidf,precision,0.7945205479452054,79
lf-bow,precision,0.632183908045977,79
nb-tfidf,precision,0.6781609195402298,79
nb-bow,precision,0.6781609195402298,79
knn-tfidf,precision,0.5,79
knn-bow,precision,0.5373134328358209,79
svm-tfidf,precision,0.7777777777777778,79
svm-bow,precision,0.8028169014084507,79
t5,recall,0.7582417582417582,79
rf-tfidf,recall,0.46153846153846156,79
rf-bow,recall,0.45054945054945056,79
lr-tfidf,recall,0.6373626373626373,79
lf-bow,recall,0.6043956043956044,79
nb-tfidf,recall,0.6483516483516484,79
nb-bow,recall,0.6483516483516484,79
knn-tfidf,recall,0.26373626373626374,79
knn-bow,recall,0.3956043956043956,79
svm-tfidf,recall,0.6153846153846154,79
svm-bow,recall,0.6263736263736264,79
t5,accuracy,0.796,80
rf-tfidf,accuracy,0.732,80
rf-bow,accuracy,0.712,80
lr-tfidf,accuracy,0.74,80
lf-bow,accuracy,0.708,80
nb-tfidf,accuracy,0.732,80
nb-bow,accuracy,0.732,80
knn-tfidf,accuracy,0.584,80
knn-bow,accuracy,0.648,80
svm-tfidf,accuracy,0.74,80
svm-bow,accuracy,0.744,80
t5,f1,0.751219512195122,80
rf-tfidf,f1,0.5786163522012578,80
rf-bow,f1,0.5324675324675324,80
lr-tfidf,f1,0.6596858638743456,80
lf-bow,f1,0.6439024390243901,80
nb-tfidf,f1,0.6564102564102564,80
nb-bow,f1,0.6564102564102564,80
knn-tfidf,f1,0.3333333333333333,80
knn-bow,f1,0.5217391304347826,80
svm-tfidf,f1,0.6700507614213198,80
svm-bow,f1,0.6521739130434783,80
t5,precision,0.7623762376237624,80
rf-tfidf,precision,0.8363636363636363,80
rf-bow,precision,0.82,80
lr-tfidf,precision,0.7241379310344828,80
lf-bow,precision,0.6534653465346535,80
nb-tfidf,precision,0.7032967032967034,80
nb-bow,precision,0.7032967032967034,80
knn-tfidf,precision,0.5,80
knn-bow,precision,0.6,80
svm-tfidf,precision,0.7096774193548387,80
svm-bow,precision,0.75,80
t5,recall,0.7403846153846154,80
rf-tfidf,recall,0.4423076923076923,80
rf-bow,recall,0.3942307692307692,80
lr-tfidf,recall,0.6057692307692307,80
lf-bow,recall,0.6346153846153846,80
nb-tfidf,recall,0.6153846153846154,80
nb-bow,recall,0.6153846153846154,80
knn-tfidf,recall,0.25,80
knn-bow,recall,0.46153846153846156,80
svm-tfidf,recall,0.6346153846153846,80
svm-bow,recall,0.5769230769230769,80
t5,accuracy,0.832,81
rf-tfidf,accuracy,0.728,81
rf-bow,accuracy,0.736,81
lr-tfidf,accuracy,0.756,81
lf-bow,accuracy,0.72,81
nb-tfidf,accuracy,0.752,81
nb-bow,accuracy,0.752,81
knn-tfidf,accuracy,0.636,81
knn-bow,accuracy,0.648,81
svm-tfidf,accuracy,0.788,81
svm-bow,accuracy,0.744,81
t5,f1,0.7717391304347825,81
rf-tfidf,f1,0.5072463768115941,81
rf-bow,f1,0.547945205479452,81
lr-tfidf,f1,0.6347305389221558,81
lf-bow,f1,0.6067415730337078,81
