model,metric_type,score,iteration
svm-bow,accuracy,0.76,16
t5,f1,0.797752808988764,16
rf-tfidf,f1,0.4732824427480916,16
rf-bow,f1,0.5109489051094891,16
lr-tfidf,f1,0.6097560975609756,16
lf-bow,f1,0.584795321637427,16
nb-tfidf,f1,0.6292134831460675,16
nb-bow,f1,0.6292134831460675,16
knn-tfidf,f1,0.31007751937984496,16
knn-bow,f1,0.5433526011560693,16
svm-tfidf,f1,0.6385542168674698,16
svm-bow,f1,0.6153846153846153,16
t5,precision,0.8255813953488372,16
rf-tfidf,precision,0.7948717948717948,16
rf-bow,precision,0.7777777777777778,16
lr-tfidf,precision,0.6944444444444444,16
lf-bow,precision,0.6329113924050633,16
nb-tfidf,precision,0.6511627906976745,16
nb-bow,precision,0.6511627906976745,16
knn-tfidf,precision,0.5405405405405406,16
knn-bow,precision,0.5802469135802469,16
svm-tfidf,precision,0.7162162162162162,16
svm-bow,precision,0.75,16
t5,recall,0.7717391304347826,16
rf-tfidf,recall,0.33695652173913043,16
rf-bow,recall,0.3804347826086957,16
lr-tfidf,recall,0.5434782608695652,16
lf-bow,recall,0.5434782608695652,16
nb-tfidf,recall,0.6086956521739131,16
nb-bow,recall,0.6086956521739131,16
knn-tfidf,recall,0.21739130434782608,16
knn-bow,recall,0.5108695652173914,16
svm-tfidf,recall,0.5760869565217391,16
svm-bow,recall,0.5217391304347826,16
t5,accuracy,0.856,17
rf-tfidf,accuracy,0.764,17
rf-bow,accuracy,0.752,17
lr-tfidf,accuracy,0.776,17
lf-bow,accuracy,0.764,17
nb-tfidf,accuracy,0.784,17
nb-bow,accuracy,0.784,17
knn-tfidf,accuracy,0.672,17
knn-bow,accuracy,0.636,17
svm-tfidf,accuracy,0.784,17
svm-bow,accuracy,0.784,17
t5,f1,0.797752808988764,17
rf-tfidf,f1,0.5693430656934307,17
rf-bow,f1,0.5441176470588235,17
lr-tfidf,f1,0.6626506024096385,17
lf-bow,f1,0.6740331491712707,17
nb-tfidf,f1,0.6966292134831461,17
nb-bow,f1,0.6966292134831461,17
knn-tfidf,f1,0.37878787878787884,17
knn-bow,f1,0.44848484848484854,17
svm-tfidf,f1,0.674698795180723,17
svm-bow,f1,0.6707317073170731,17
t5,precision,0.797752808988764,17
rf-tfidf,precision,0.8125,17
rf-bow,precision,0.7872340425531915,17
lr-tfidf,precision,0.7142857142857143,17
lf-bow,precision,0.6630434782608695,17
nb-tfidf,precision,0.6966292134831461,17
nb-bow,precision,0.6966292134831461,17
knn-tfidf,precision,0.5813953488372093,17
knn-bow,precision,0.4868421052631579,17
svm-tfidf,precision,0.7272727272727273,17
svm-bow,precision,0.7333333333333333,17
t5,recall,0.797752808988764,17
rf-tfidf,recall,0.43820224719101125,17
rf-bow,recall,0.4157303370786517,17
lr-tfidf,recall,0.6179775280898876,17
lf-bow,recall,0.6853932584269663,17
nb-tfidf,recall,0.6966292134831461,17
nb-bow,recall,0.6966292134831461,17
knn-tfidf,recall,0.2808988764044944,17
knn-bow,recall,0.4157303370786517,17
svm-tfidf,recall,0.6292134831460674,17
svm-bow,recall,0.6179775280898876,17
t5,accuracy,0.796,18
rf-tfidf,accuracy,0.708,18
rf-bow,accuracy,0.704,18
lr-tfidf,accuracy,0.76,18
lf-bow,accuracy,0.692,18
nb-tfidf,accuracy,0.784,18
nb-bow,accuracy,0.784,18
knn-tfidf,accuracy,0.636,18
knn-bow,accuracy,0.676,18
svm-tfidf,accuracy,0.764,18
svm-bow,accuracy,0.732,18
t5,f1,0.7182320441988951,18
rf-tfidf,f1,0.46715328467153283,18
rf-bow,f1,0.4477611940298507,18
lr-tfidf,f1,0.6511627906976745,18
lf-bow,f1,0.588235294117647,18
nb-tfidf,f1,0.7127659574468086,18
nb-bow,f1,0.7127659574468086,18
knn-tfidf,f1,0.28346456692913385,18
knn-bow,f1,0.4774193548387097,18
svm-tfidf,f1,0.6589595375722543,18
svm-bow,f1,0.593939393939394,18
t5,precision,0.7222222222222222,18
rf-tfidf,precision,0.6956521739130435,18
rf-bow,precision,0.6976744186046512,18
lr-tfidf,precision,0.691358024691358,18
lf-bow,precision,0.5729166666666666,18
nb-tfidf,precision,0.6907216494845361,18
nb-bow,precision,0.6907216494845361,18
knn-tfidf,precision,0.5,18
knn-bow,precision,0.578125,18
svm-tfidf,precision,0.6951219512195121,18
svm-bow,precision,0.6621621621621622,18
t5,recall,0.7142857142857143,18
rf-tfidf,recall,0.3516483516483517,18
rf-bow,recall,0.32967032967032966,18
lr-tfidf,recall,0.6153846153846154,18
lf-bow,recall,0.6043956043956044,18
nb-tfidf,recall,0.7362637362637363,18
nb-bow,recall,0.7362637362637363,18
knn-tfidf,recall,0.1978021978021978,18
knn-bow,recall,0.4065934065934066,18
svm-tfidf,recall,0.6263736263736264,18
svm-bow,recall,0.5384615384615384,18
t5,accuracy,0.872,19
rf-tfidf,accuracy,0.736,19
rf-bow,accuracy,0.748,19
lr-tfidf,accuracy,0.792,19
lf-bow,accuracy,0.792,19
nb-tfidf,accuracy,0.836,19
nb-bow,accuracy,0.836,19
knn-tfidf,accuracy,0.584,19
knn-bow,accuracy,0.692,19
svm-tfidf,accuracy,0.808,19
svm-bow,accuracy,0.792,19
t5,f1,0.8333333333333334,19
rf-tfidf,f1,0.5540540540540542,19
rf-bow,f1,0.5827814569536424,19
lr-tfidf,f1,0.6976744186046511,19
lf-bow,f1,0.723404255319149,19
nb-tfidf,f1,0.7853403141361257,19
nb-bow,f1,0.7853403141361257,19
knn-tfidf,f1,0.3066666666666667,19
knn-bow,f1,0.5882352941176471,19
svm-tfidf,f1,0.7272727272727273,19
svm-bow,f1,0.6904761904761905,19
t5,precision,0.8791208791208791,19
rf-tfidf,precision,0.8723404255319149,19
rf-bow,precision,0.88,19
lr-tfidf,precision,0.8450704225352113,19
lf-bow,precision,0.7816091954022989,19
nb-tfidf,precision,0.8333333333333334,19
nb-bow,precision,0.8333333333333334,19
knn-tfidf,precision,0.46938775510204084,19
knn-bow,precision,0.6395348837209303,19
svm-tfidf,precision,0.8533333333333334,19
svm-bow,precision,0.8656716417910447,19
t5,recall,0.7920792079207921,19
rf-tfidf,recall,0.40594059405940597,19
rf-bow,recall,0.43564356435643564,19
lr-tfidf,recall,0.594059405940594,19
lf-bow,recall,0.6732673267326733,19
nb-tfidf,recall,0.7425742574257426,19
nb-bow,recall,0.7425742574257426,19
knn-tfidf,recall,0.22772277227722773,19
knn-bow,recall,0.5445544554455446,19
svm-tfidf,recall,0.6336633663366337,19
svm-bow,recall,0.5742574257425742,19
t5,accuracy,0.832,20
rf-tfidf,accuracy,0.736,20
rf-bow,accuracy,0.728,20
lr-tfidf,accuracy,0.784,20
lf-bow,accuracy,0.78,20
nb-tfidf,accuracy,0.748,20
nb-bow,accuracy,0.748,20
knn-tfidf,accuracy,0.632,20
knn-bow,accuracy,0.632,20
svm-tfidf,accuracy,0.776,20
svm-bow,accuracy,0.78,20
t5,f1,0.7835051546391752,20
rf-tfidf,f1,0.5352112676056338,20
rf-bow,f1,0.5342465753424658,20
lr-tfidf,f1,0.686046511627907,20
lf-bow,f1,0.6994535519125683,20
nb-tfidf,f1,0.6735751295336788,20
nb-bow,f1,0.6735751295336788,20
knn-tfidf,f1,0.35211267605633806,20
knn-bow,f1,0.43902439024390244,20
svm-tfidf,f1,0.6705882352941176,20
svm-bow,f1,0.6745562130177515,20
t5,precision,0.8,20
rf-tfidf,precision,0.8837209302325582,20
rf-bow,precision,0.8297872340425532,20
lr-tfidf,precision,0.8082191780821918,20
lf-bow,precision,0.7619047619047619,20
nb-tfidf,precision,0.6914893617021277,20
nb-bow,precision,0.6914893617021277,20
knn-tfidf,precision,0.5813953488372093,20
knn-bow,precision,0.5538461538461539,20
svm-tfidf,precision,0.8028169014084507,20
svm-bow,precision,0.8142857142857143,20
t5,recall,0.7676767676767676,20
rf-tfidf,recall,0.3838383838383838,20
rf-bow,recall,0.3939393939393939,20
lr-tfidf,recall,0.5959595959595959,20
lf-bow,recall,0.6464646464646465,20
nb-tfidf,recall,0.6565656565656566,20
nb-bow,recall,0.6565656565656566,20
knn-tfidf,recall,0.25252525252525254,20
knn-bow,recall,0.36363636363636365,20
svm-tfidf,recall,0.5757575757575758,20
svm-bow,recall,0.5757575757575758,20
t5,accuracy,0.82,21
rf-tfidf,accuracy,0.692,21
rf-bow,accuracy,0.704,21
lr-tfidf,accuracy,0.788,21
lf-bow,accuracy,0.776,21
nb-tfidf,accuracy,0.744,21
nb-bow,accuracy,0.744,21
knn-tfidf,accuracy,0.572,21
knn-bow,accuracy,0.664,21
svm-tfidf,accuracy,0.784,21
svm-bow,accuracy,0.768,21
t5,f1,0.7846889952153109,21
rf-tfidf,f1,0.5032258064516129,21
rf-bow,f1,0.5194805194805195,21
lr-tfidf,f1,0.7165775401069518,21
lf-bow,f1,0.7142857142857143,21
nb-tfidf,f1,0.6701030927835052,21
nb-bow,f1,0.6701030927835052,21
knn-tfidf,f1,0.27210884353741494,21
knn-bow,f1,0.5434782608695652,21
svm-tfidf,f1,0.7157894736842104,21
svm-bow,f1,0.6813186813186813,21
t5,precision,0.803921568627451,21
rf-tfidf,precision,0.8125,21
rf-bow,precision,0.851063829787234,21
lr-tfidf,precision,0.8375,21
lf-bow,precision,0.7865168539325843,21
nb-tfidf,precision,0.7471264367816092,21
nb-bow,precision,0.7471264367816092,21
knn-tfidf,precision,0.5,21
knn-bow,precision,0.6493506493506493,21
svm-tfidf,precision,0.8192771084337349,21
svm-bow,precision,0.8266666666666667,21
t5,recall,0.7663551401869159,21
rf-tfidf,recall,0.3644859813084112,21
rf-bow,recall,0.37383177570093457,21
lr-tfidf,recall,0.6261682242990654,21
lf-bow,recall,0.6542056074766355,21
nb-tfidf,recall,0.6074766355140186,21
nb-bow,recall,0.6074766355140186,21
knn-tfidf,recall,0.18691588785046728,21
knn-bow,recall,0.4672897196261682,21
svm-tfidf,recall,0.6355140186915887,21
svm-bow,recall,0.5794392523364486,21
t5,accuracy,0.844,22
rf-tfidf,accuracy,0.728,22
rf-bow,accuracy,0.716,22
lr-tfidf,accuracy,0.756,22
lf-bow,accuracy,0.724,22
nb-tfidf,accuracy,0.712,22
nb-bow,accuracy,0.712,22
knn-tfidf,accuracy,0.624,22
knn-bow,accuracy,0.66,22
svm-tfidf,accuracy,0.768,22
svm-bow,accuracy,0.768,22
t5,f1,0.7914438502673796,22
rf-tfidf,f1,0.5211267605633803,22
rf-bow,f1,0.5034965034965035,22
lr-tfidf,f1,0.6514285714285715,22
lf-bow,f1,0.6349206349206349,22
nb-tfidf,f1,0.6043956043956044,22
nb-bow,f1,0.6043956043956044,22
knn-tfidf,f1,0.34722222222222227,22
knn-bow,f1,0.4720496894409938,22
svm-tfidf,f1,0.6588235294117646,22
svm-bow,f1,0.6627906976744186,22
t5,precision,0.8314606741573034,22
rf-tfidf,precision,0.8409090909090909,22
rf-bow,precision,0.8,22
lr-tfidf,precision,0.7402597402597403,22
lf-bow,precision,0.6593406593406593,22
nb-tfidf,precision,0.6547619047619048,22
nb-bow,precision,0.6547619047619048,22
knn-tfidf,precision,0.5434782608695652,22
knn-bow,precision,0.6031746031746031,22
svm-tfidf,precision,0.7777777777777778,22
svm-bow,precision,0.7702702702702703,22
t5,recall,0.7551020408163265,22
rf-tfidf,recall,0.37755102040816324,22
rf-bow,recall,0.3673469387755102,22
lr-tfidf,recall,0.5816326530612245,22
lf-bow,recall,0.6122448979591837,22
nb-tfidf,recall,0.5612244897959183,22
nb-bow,recall,0.5612244897959183,22
knn-tfidf,recall,0.25510204081632654,22
knn-bow,recall,0.3877551020408163,22
svm-tfidf,recall,0.5714285714285714,22
svm-bow,recall,0.5816326530612245,22
t5,accuracy,0.832,23
rf-tfidf,accuracy,0.72,23
rf-bow,accuracy,0.724,23
lr-tfidf,accuracy,0.78,23
lf-bow,accuracy,0.724,23
nb-tfidf,accuracy,0.724,23
nb-bow,accuracy,0.724,23
knn-tfidf,accuracy,0.6,23
knn-bow,accuracy,0.66,23
svm-tfidf,accuracy,0.788,23
svm-bow,accuracy,0.768,23
t5,f1,0.7717391304347826,23
rf-tfidf,f1,0.5,23
rf-bow,f1,0.4963503649635037,23
lr-tfidf,f1,0.6927374301675977,23
lf-bow,f1,0.6349206349206349,23
nb-tfidf,f1,0.6270270270270271,23
nb-bow,f1,0.6270270270270271,23
knn-tfidf,f1,0.25373134328358204,23
knn-bow,f1,0.46540880503144655,23
svm-tfidf,f1,0.7005649717514124,23
svm-bow,f1,0.6506024096385542,23
t5,precision,0.7717391304347826,23
rf-tfidf,precision,0.7291666666666666,23
rf-bow,precision,0.7555555555555555,23
lr-tfidf,precision,0.7126436781609196,23
lf-bow,precision,0.6185567010309279,23
nb-tfidf,precision,0.6236559139784946,23
nb-bow,precision,0.6236559139784946,23
knn-tfidf,precision,0.40476190476190477,23
knn-bow,precision,0.5522388059701493,23
svm-tfidf,precision,0.7294117647058823,23
svm-bow,precision,0.7297297297297297,23
t5,recall,0.7717391304347826,23
rf-tfidf,recall,0.3804347826086957,23
rf-bow,recall,0.3695652173913043,23
lr-tfidf,recall,0.6739130434782609,23
lf-bow,recall,0.6521739130434783,23
nb-tfidf,recall,0.6304347826086957,23
nb-bow,recall,0.6304347826086957,23
knn-tfidf,recall,0.18478260869565216,23
knn-bow,recall,0.40217391304347827,23
svm-tfidf,recall,0.6739130434782609,23
svm-bow,recall,0.5869565217391305,23
t5,accuracy,0.82,24
rf-tfidf,accuracy,0.728,24
rf-bow,accuracy,0.696,24
lr-tfidf,accuracy,0.768,24
lf-bow,accuracy,0.716,24
nb-tfidf,accuracy,0.72,24
nb-bow,accuracy,0.72,24
knn-tfidf,accuracy,0.604,24
knn-bow,accuracy,0.624,24
svm-tfidf,accuracy,0.78,24
svm-bow,accuracy,0.776,24
t5,f1,0.7668393782383419,24
rf-tfidf,f1,0.5211267605633803,24
rf-bow,f1,0.4411764705882353,24
lr-tfidf,f1,0.6588235294117648,24
lf-bow,f1,0.6033519553072625,24
nb-tfidf,f1,0.6111111111111112,24
nb-bow,f1,0.6111111111111112,24
knn-tfidf,f1,0.2978723404255319,24
knn-bow,f1,0.43373493975903615,24
svm-tfidf,f1,0.6783625730994152,24
svm-bow,f1,0.6626506024096386,24
t5,precision,0.7956989247311828,24
rf-tfidf,precision,0.8809523809523809,24
rf-bow,precision,0.8333333333333334,24
lr-tfidf,precision,0.8,24
lf-bow,precision,0.6835443037974683,24
nb-tfidf,precision,0.6875,24
nb-bow,precision,0.6875,24
knn-tfidf,precision,0.5121951219512195,24
knn-bow,precision,0.5454545454545454,24
svm-tfidf,precision,0.8169014084507042,24
svm-bow,precision,0.8333333333333334,24
t5,recall,0.74,24
rf-tfidf,recall,0.37,24
rf-bow,recall,0.3,24
lr-tfidf,recall,0.56,24
lf-bow,recall,0.54,24
nb-tfidf,recall,0.55,24
nb-bow,recall,0.55,24
knn-tfidf,recall,0.21,24
knn-bow,recall,0.36,24
svm-tfidf,recall,0.58,24
svm-bow,recall,0.55,24
t5,accuracy,0.812,25
rf-tfidf,accuracy,0.688,25
rf-bow,accuracy,0.68,25
lr-tfidf,accuracy,0.748,25
lf-bow,accuracy,0.744,25
nb-tfidf,accuracy,0.728,25
nb-bow,accuracy,0.728,25
knn-tfidf,accuracy,0.62,25
knn-bow,accuracy,0.652,25
svm-tfidf,accuracy,0.74,25
svm-bow,accuracy,0.716,25
t5,f1,0.7729468599033816,25
rf-tfidf,f1,0.5185185185185185,25
rf-bow,f1,0.5061728395061729,25
lr-tfidf,f1,0.6802030456852791,25
lf-bow,f1,0.6831683168316831,25
nb-tfidf,f1,0.6822429906542056,25
nb-bow,f1,0.6822429906542056,25
knn-tfidf,f1,0.3949044585987261,25
knn-bow,f1,0.5538461538461538,25
svm-tfidf,f1,0.6700507614213198,25
svm-bow,f1,0.6162162162162163,25
t5,precision,0.8247422680412371,25
rf-tfidf,precision,0.8076923076923077,25
rf-bow,precision,0.7884615384615384,25
lr-tfidf,precision,0.7701149425287356,25
lf-bow,precision,0.75,25
nb-tfidf,precision,0.7019230769230769,25
nb-bow,precision,0.7019230769230769,25
knn-tfidf,precision,0.6595744680851063,25
knn-bow,precision,0.6352941176470588,25
svm-tfidf,precision,0.7586206896551724,25
svm-bow,precision,0.76,25
t5,recall,0.7272727272727273,25
rf-tfidf,recall,0.38181818181818183,25
rf-bow,recall,0.37272727272727274,25
lr-tfidf,recall,0.6090909090909091,25
lf-bow,recall,0.6272727272727273,25
nb-tfidf,recall,0.6636363636363637,25
nb-bow,recall,0.6636363636363637,25
knn-tfidf,recall,0.2818181818181818,25
knn-bow,recall,0.4909090909090909,25
svm-tfidf,recall,0.6,25
svm-bow,recall,0.5181818181818182,25
t5,accuracy,0.792,26
rf-tfidf,accuracy,0.652,26
rf-bow,accuracy,0.676,26
lr-tfidf,accuracy,0.744,26
lf-bow,accuracy,0.696,26
nb-tfidf,accuracy,0.724,26
nb-bow,accuracy,0.724,26
knn-tfidf,accuracy,0.564,26
knn-bow,accuracy,0.596,26
svm-tfidf,accuracy,0.748,26
svm-bow,accuracy,0.732,26
t5,f1,0.7500000000000001,26
rf-tfidf,f1,0.4161073825503356,26
rf-bow,f1,0.47058823529411764,26
lr-tfidf,f1,0.6521739130434783,26
lf-bow,f1,0.6161616161616162,26
nb-tfidf,f1,0.634920634920635,26
nb-bow,f1,0.634920634920635,26
knn-tfidf,f1,0.2875816993464052,26
knn-bow,f1,0.4357541899441341,26
svm-tfidf,f1,0.6594594594594594,26
svm-bow,f1,0.6256983240223464,26
t5,precision,0.78,26
rf-tfidf,precision,0.7560975609756098,26
rf-bow,precision,0.8,26
lr-tfidf,precision,0.7894736842105263,26
lf-bow,precision,0.6777777777777778,26
nb-tfidf,precision,0.7407407407407407,26
nb-bow,precision,0.7407407407407407,26
knn-tfidf,precision,0.4888888888888889,26
knn-bow,precision,0.5492957746478874,26
svm-tfidf,precision,0.7922077922077922,26
svm-bow,precision,0.7887323943661971,26
t5,recall,0.7222222222222222,26
rf-tfidf,recall,0.28703703703703703,26
rf-bow,recall,0.3333333333333333,26
lr-tfidf,recall,0.5555555555555556,26
lf-bow,recall,0.5648148148148148,26
nb-tfidf,recall,0.5555555555555556,26
nb-bow,recall,0.5555555555555556,26
knn-tfidf,recall,0.2037037037037037,26
knn-bow,recall,0.3611111111111111,26
svm-tfidf,recall,0.5648148148148148,26
svm-bow,recall,0.5185185185185185,26
t5,accuracy,0.856,27
rf-tfidf,accuracy,0.756,27
rf-bow,accuracy,0.748,27
lr-tfidf,accuracy,0.792,27
lf-bow,accuracy,0.764,27
nb-tfidf,accuracy,0.776,27
nb-bow,accuracy,0.776,27
knn-tfidf,accuracy,0.628,27
knn-bow,accuracy,0.696,27
svm-tfidf,accuracy,0.796,27
svm-bow,accuracy,0.796,27
t5,f1,0.821782178217822,27
rf-tfidf,f1,0.6013071895424837,27
rf-bow,f1,0.5935483870967742,27
lr-tfidf,f1,0.7234042553191489,27
lf-bow,f1,0.7177033492822967,27
nb-tfidf,f1,0.7254901960784313,27
nb-bow,f1,0.7254901960784313,27
knn-tfidf,f1,0.41509433962264153,27
knn-bow,f1,0.5869565217391304,27
svm-tfidf,f1,0.7301587301587301,27
svm-bow,f1,0.7272727272727274,27
t5,precision,0.8469387755102041,27
rf-tfidf,precision,0.9387755102040817,27
rf-bow,precision,0.9019607843137255,27
lr-tfidf,precision,0.8095238095238095,27
lf-bow,precision,0.7142857142857143,27
nb-tfidf,precision,0.74,27
nb-bow,precision,0.74,27
knn-tfidf,precision,0.6,27
knn-bow,precision,0.675,27
svm-tfidf,precision,0.8117647058823529,27
svm-bow,precision,0.8192771084337349,27
t5,recall,0.7980769230769231,27
rf-tfidf,recall,0.4423076923076923,27
rf-bow,recall,0.4423076923076923,27
lr-tfidf,recall,0.6538461538461539,27
lf-bow,recall,0.7211538461538461,27
nb-tfidf,recall,0.7115384615384616,27
nb-bow,recall,0.7115384615384616,27
knn-tfidf,recall,0.3173076923076923,27
knn-bow,recall,0.5192307692307693,27
svm-tfidf,recall,0.6634615384615384,27
svm-bow,recall,0.6538461538461539,27
t5,accuracy,0.812,28
rf-tfidf,accuracy,0.72,28
rf-bow,accuracy,0.704,28
lr-tfidf,accuracy,0.76,28
lf-bow,accuracy,0.716,28
nb-tfidf,accuracy,0.74,28
nb-bow,accuracy,0.74,28
knn-tfidf,accuracy,0.612,28
knn-bow,accuracy,0.632,28
svm-tfidf,accuracy,0.764,28
svm-bow,accuracy,0.784,28
t5,f1,0.763819095477387,28
rf-tfidf,f1,0.5333333333333333,28
rf-bow,f1,0.513157894736842,28
lr-tfidf,f1,0.6590909090909091,28
lf-bow,f1,0.635897435897436,28
nb-tfidf,f1,0.656084656084656,28
nb-bow,f1,0.656084656084656,28
knn-tfidf,f1,0.3216783216783217,28
knn-bow,f1,0.43902439024390244,28
svm-tfidf,f1,0.6628571428571428,28
svm-bow,f1,0.6931818181818182,28
t5,precision,0.7676767676767676,28
rf-tfidf,precision,0.8,28
rf-bow,precision,0.75,28
lr-tfidf,precision,0.7631578947368421,28
lf-bow,precision,0.6526315789473685,28
nb-tfidf,precision,0.6966292134831461,28
nb-bow,precision,0.6966292134831461,28
knn-tfidf,precision,0.5348837209302325,28
knn-bow,precision,0.5625,28
svm-tfidf,precision,0.7733333333333333,28
svm-bow,precision,0.8026315789473685,28
t5,recall,0.76,28
rf-tfidf,recall,0.4,28
rf-bow,recall,0.39,28
lr-tfidf,recall,0.58,28
lf-bow,recall,0.62,28
nb-tfidf,recall,0.62,28
nb-bow,recall,0.62,28
knn-tfidf,recall,0.23,28
knn-bow,recall,0.36,28
svm-tfidf,recall,0.58,28
svm-bow,recall,0.61,28
t5,accuracy,0.852,29
rf-tfidf,accuracy,0.74,29
rf-bow,accuracy,0.724,29
lr-tfidf,accuracy,0.716,29
lf-bow,accuracy,0.728,29
nb-tfidf,accuracy,0.756,29
nb-bow,accuracy,0.756,29
knn-tfidf,accuracy,0.616,29
knn-bow,accuracy,0.684,29
svm-tfidf,accuracy,0.724,29
svm-bow,accuracy,0.756,29
t5,f1,0.7999999999999999,29
rf-tfidf,f1,0.5323741007194245,29
rf-bow,f1,0.5035971223021583,29
lr-tfidf,f1,0.5942857142857143,29
lf-bow,f1,0.6263736263736264,29
nb-tfidf,f1,0.6666666666666666,29
nb-bow,f1,0.6666666666666666,29
knn-tfidf,f1,0.3684210526315789,29
knn-bow,f1,0.5153374233128835,29
svm-tfidf,f1,0.6145251396648044,29
svm-bow,f1,0.6390532544378699,29
t5,precision,0.7872340425531915,29
rf-tfidf,precision,0.7708333333333334,29
rf-bow,precision,0.7291666666666666,29
lr-tfidf,precision,0.6190476190476191,29
lf-bow,precision,0.6263736263736264,29
nb-tfidf,precision,0.6630434782608695,29
nb-bow,precision,0.6630434782608695,29
knn-tfidf,precision,0.45901639344262296,29
knn-bow,precision,0.5833333333333334,29
svm-tfidf,precision,0.625,29
svm-bow,precision,0.6923076923076923,29
t5,recall,0.8131868131868132,29
rf-tfidf,recall,0.4065934065934066,29
rf-bow,recall,0.38461538461538464,29
lr-tfidf,recall,0.5714285714285714,29
lf-bow,recall,0.6263736263736264,29
nb-tfidf,recall,0.6703296703296703,29
nb-bow,recall,0.6703296703296703,29
knn-tfidf,recall,0.3076923076923077,29
knn-bow,recall,0.46153846153846156,29
svm-tfidf,recall,0.6043956043956044,29
svm-bow,recall,0.5934065934065934,29
t5,accuracy,0.82,30
rf-tfidf,accuracy,0.7,30
rf-bow,accuracy,0.676,30
lr-tfidf,accuracy,0.756,30
lf-bow,accuracy,0.7,30
nb-tfidf,accuracy,0.732,30
nb-bow,accuracy,0.732,30
knn-tfidf,accuracy,0.644,30
knn-bow,accuracy,0.612,30
svm-tfidf,accuracy,0.748,30
svm-bow,accuracy,0.752,30
t5,f1,0.7692307692307693,30
rf-tfidf,f1,0.48979591836734687,30
rf-bow,f1,0.425531914893617,30
lr-tfidf,f1,0.6666666666666667,30
lf-bow,f1,0.6153846153846154,30
nb-tfidf,f1,0.6528497409326425,30
nb-bow,f1,0.6528497409326425,30
knn-tfidf,f1,0.4026845637583893,30
knn-bow,f1,0.40490797546012264,30
svm-tfidf,f1,0.6557377049180328,30
svm-bow,f1,0.6395348837209301,30
t5,precision,0.7731958762886598,30
rf-tfidf,precision,0.7346938775510204,30
rf-bow,precision,0.6976744186046512,30
lr-tfidf,precision,0.7176470588235294,30
lf-bow,precision,0.6185567010309279,30
nb-tfidf,precision,0.6631578947368421,30
nb-bow,precision,0.6631578947368421,30
knn-tfidf,precision,0.5882352941176471,30
knn-bow,precision,0.5076923076923077,30
svm-tfidf,precision,0.7058823529411765,30
svm-bow,precision,0.7432432432432432,30
t5,recall,0.7653061224489796,30
rf-tfidf,recall,0.3673469387755102,30
rf-bow,recall,0.30612244897959184,30
lr-tfidf,recall,0.6224489795918368,30
lf-bow,recall,0.6122448979591837,30
nb-tfidf,recall,0.6428571428571429,30
nb-bow,recall,0.6428571428571429,30
knn-tfidf,recall,0.30612244897959184,30
knn-bow,recall,0.336734693877551,30
svm-tfidf,recall,0.6122448979591837,30
svm-bow,recall,0.5612244897959183,30
t5,accuracy,0.796,31
rf-tfidf,accuracy,0.724,31
rf-bow,accuracy,0.732,31
lr-tfidf,accuracy,0.772,31
lf-bow,accuracy,0.672,31
nb-tfidf,accuracy,0.736,31
nb-bow,accuracy,0.736,31
knn-tfidf,accuracy,0.62,31
knn-bow,accuracy,0.636,31
svm-tfidf,accuracy,0.756,31
svm-bow,accuracy,0.752,31
t5,f1,0.7301587301587301,31
rf-tfidf,f1,0.5106382978723404,31
rf-bow,f1,0.5314685314685315,31
lr-tfidf,f1,0.6586826347305389,31
lf-bow,f1,0.5543478260869564,31
nb-tfidf,f1,0.6373626373626374,31
nb-bow,f1,0.6373626373626374,31
knn-tfidf,f1,0.2748091603053435,31
knn-bow,f1,0.4550898203592814,31
svm-tfidf,f1,0.6303030303030303,31
svm-bow,f1,0.6265060240963854,31
t5,precision,0.75,31
rf-tfidf,precision,0.8181818181818182,31
rf-bow,precision,0.8260869565217391,31
lr-tfidf,precision,0.7857142857142857,31
lf-bow,precision,0.5862068965517241,31
nb-tfidf,precision,0.6823529411764706,31
nb-bow,precision,0.6823529411764706,31
knn-tfidf,precision,0.5294117647058824,31
knn-bow,precision,0.5428571428571428,31
svm-tfidf,precision,0.7647058823529411,31
svm-bow,precision,0.7536231884057971,31
t5,recall,0.711340206185567,31
rf-tfidf,recall,0.3711340206185567,31
rf-bow,recall,0.3917525773195876,31
lr-tfidf,recall,0.5670103092783505,31
lf-bow,recall,0.5257731958762887,31
nb-tfidf,recall,0.5979381443298969,31
nb-bow,recall,0.5979381443298969,31
knn-tfidf,recall,0.18556701030927836,31
knn-bow,recall,0.3917525773195876,31
svm-tfidf,recall,0.5360824742268041,31
svm-bow,recall,0.5360824742268041,31
t5,accuracy,0.844,32
rf-tfidf,accuracy,0.7,32
rf-bow,accuracy,0.696,32
lr-tfidf,accuracy,0.752,32
lf-bow,accuracy,0.728,32
nb-tfidf,accuracy,0.744,32
nb-bow,accuracy,0.744,32
knn-tfidf,accuracy,0.604,32
knn-bow,accuracy,0.628,32
svm-tfidf,accuracy,0.76,32
svm-bow,accuracy,0.752,32
t5,f1,0.8040201005025126,32
rf-tfidf,f1,0.4966442953020135,32
rf-bow,f1,0.4722222222222222,32
lr-tfidf,f1,0.6593406593406593,32
lf-bow,f1,0.6530612244897959,32
nb-tfidf,f1,0.6767676767676767,32
nb-bow,f1,0.6767676767676767,32
knn-tfidf,f1,0.4,32
knn-bow,f1,0.48044692737430167,32
svm-tfidf,f1,0.6703296703296704,32
svm-bow,f1,0.6477272727272727,32
t5,precision,0.851063829787234,32
